Age,YearsOfWorking,Gender,Residence,RecentJob.Position,RecentJob.Firm,RecentJob.StartDate,RecentJob.EndDate,Position,Industry,HistoryJob1.Position,HistoryJob1.Firm,HistoryJob1.StartDate,HistoryJob1.EndDate,HistoryJob2.Position,HistoryJob2.Firm,HistoryJob2.StartDate,HistoryJob2.EndDate,EducationBackground,Major,University,ExpectedSalary.LowerLimit,ExpectedSalary.UpperLimit,RecentJob.Months,HistoryJob1.Months,HistoryJob2.Months
37,13,男,上海,软件工程师  ,  东软  ,4/1/2011,,高级软件工程师,计算机服务(系统、数据服务、维修),软件工程师  ,  东南融通   ,10/1/2010,4/1/2011,软件工程师  ,  东南融通   ,3/1/2010,10/1/2010,本科,计算机科学与技术,inti college malaysia,10000,14999,,6,7
32,6,男,上海-长宁区,（海外）高级业务顾问  ,  远景能源（江苏）有限公司  ,5/1/2012,,高级软件工程师,机械/设备/重工,（海外）软件工程师  ,  美国技术参数（中国）有限公司   ,4/1/2011,4/1/2012,,,,,硕士,电子信息工程,约克大学,1500以下 ,,,12,
26,2,男,上海-浦东新区,软件工程师  ,  济宁飞鹰科技网络公司  ,10/1/2015,7/1/2016,软件工程师,计算机软件,,,,,,,,,本科,地矿,华北理工大学,4500,5999,9,,
26,5,男,上海-浦东新区,软件工程师  ,  上海期货信息技术有限公司  ,11/1/2015,,软件工程师,金融/投资/证券,软件工程师  ,  西门子工业软件上海有限公司   ,7/1/2012,10/1/2015,,,,,本科,软件工程,南京大学,25000,29999,,39,
31,10,女,上海,高级软件工程师  ,  花旗银行  ,1/1/2011,,高级软件工程师,计算机软件,高级软件工程师  ,  IBM中国全球服务执行中心   ,9/1/2010,10/1/2011,软件开发工程师  ,  尚瑞薪才信息技术（上海）有限公司   ,12/1/2008,8/1/2010,本科,计算机科学与技术,辽宁科技大学,20000,24999,,13,20
36,15,男,上海,经理  ,  上海川崎信息科技有限公司  ,4/1/2007,,高级软件工程师,计算机软件,技术支持/维护工程师  ,  上海申通地铁股份有限公司   ,6/1/2002,3/1/2007,,,,,硕士,计算机科学与技术,上海交通大学,30000,39999,,57,
42,20,男,上海-浦东新区,软件工程师  ,  复星 biolog 生物技术有限公司  ,6/1/2003,,软件工程师,制药/生物工程,软件工程师  ,  马华软件系统上海有限公司   ,1/1/2003,6/1/2003,软件工程师  ,  光宝集团   ,5/1/2002,9/1/2002,本科,计算机科学与技术,复旦大学成人教育学院,15000,19999,,5,4
31,4,男,上海-浦东新区,.net开发工程师  ,  TVU .networks  ,6/1/2015,,软件工程师,计算机软件,系统建模与开发工程师  ,  上海微电子装备有限公司   ,4/1/2013,6/1/2015,,,,,硕士,通信工程,上海大学,20000,24999,,26,
30,8,男,上海-杨浦区,（海外）软件工程师  ,  BizData  ,6/1/2015,11/1/2016,高级软件工程师,计算机软件,技术支持/维护工程师  ,  易安信公司（EMC）   ,1/1/2013,6/1/2015,,,,,硕士,计算机科学与技术,莫纳什大学,25000,29999,17,29,
36,13,女,上海,高级软件工程师  ,  快宝  ,5/1/2015,,高级软件工程师,互联网/电子商务,高级软件工程师  ,  浙江讯维   ,3/1/2009,9/1/2013,软件工程师  ,  金山软件有限公司   ,4/1/2004,11/1/2008,中专,技术经济,台州工业学校,15000,19999,,54,55
35,12,女,上海-闵行区,软件工程师  ,  上海神软  ,7/1/2015,,软件工程师,计算机软件,软件工程师  ,  上海杰通信息有限公司   ,1/1/2006,7/1/2015,网页设计/制作/美工  ,  上海艺艾网络科技有限公司   ,7/1/2005,12/1/2005,本科,通信工程,江苏科技大学,,,,114,5
37,16,男,上海-闵行区,项目总监  ,  上海奥家电子设备有限公司  ,1/1/2014,,高级软件工程师,计算机软件,技术总监/经理  ,  科玛蒂克（上海）科技贸易有限公司   ,12/1/2004,12/1/2013,（海外）技术工程师  ,  Qmatic System(s) Pte Ltd.   ,9/1/2001,10/1/2004,大专,电子信息工程,新加坡义安理工学院 Ngeee Ann Polytechnic,10000,14999,,108,37
37,11,男,上海,软件配置管理leader  ,  惠普上海有限公司  ,12/1/2011,,高级软件工程师,计算机软件,Release Leader  ,  Autodesk   ,8/1/2007,12/1/2011,软件工程师  ,  南京朗讯科技股份有限公司   ,1/1/2006,8/1/2007,硕士,通信工程,南京邮电大学,50000,69999,,52,19
26,3,男,上海-浦东新区,高级软件工程师  ,  花旗金融信息服务（中国）  ,10/1/2016,,高级软件工程师,计算机软件,（海外）软件工程师  ,  HP   ,1/1/2015,9/1/2016,（海外）软件工程师  ,"  Johns Creek Technologies, LLC   ",8/1/2014,11/1/2014,硕士,电子科学与技术,George Washington University,20000,24999,,20,3
33,9,男,上海-松江区,高级软件工程师  ,  沃纳国际物流（上海）有限公司  ,10/1/2015,,高级软件工程师,交通/运输/物流,高级软件工程师  ,  团团信息技术有限公司   ,8/1/2015,9/1/2015,高级软件工程师  ,  沃纳国际物流（上海）有限公司   ,10/1/2013,8/1/2015,本科,计算机科学与技术,东华大学,30000,39999,,1,22
30,2,男,上海-松江区,.net开发工程师  ,  上海来威数码科技有限公司  ,6/1/2015,,软件工程师,仪器仪表/工业自动化,数据通信工程师  ,  银利电器有限责任公司   ,7/1/2014,4/1/2015,,,,,硕士,计算机科学与技术类,北方民族大学,10000,14999,,9,
34,8,男,上海-闵行区,高级软件工程师  ,  HPE  ,6/1/2015,,高级软件工程师,计算机软件,SSD自动化测试系统架师  ,  美光半导体   ,4/1/2014,6/1/2015,高级软件工程师  ,  理想能源设备(上海)   ,8/1/2012,4/1/2014,硕士,电气工程及其自动化,沈阳工业大学,40000,49999,,14,20
29,4,男,上海-浦东新区,互联网软件开发工程师  ,  转换空间（上海）电子商务有限公司  ,10/1/2014,,互联网软件开发工程师,互联网/电子商务,软件工程师  ,  上海易物广告策划有限公司   ,2/1/2014,10/1/2014,,,,,本科,国际经济与贸易,郑州大学升达经贸管理学院,10000,14999,,8,
26,3,男,上海-闸北区,软件工程师  ,  艾驰电子检测设备技术有限公司  ,3/1/2016,,软件工程师,仪器仪表/工业自动化,（海外）软件工程师  ,  Spacebel S.A.   ,1/1/2014,3/1/2016,（海外）软件工程师  ,  爱丁堡大学   ,6/1/2013,9/1/2013,硕士,计算机科学,布鲁塞尔大学,15000,19999,,26,3
27,3,男,上海,高级软件工程师  ,  花旗金融信息服务（中国）有限公司  ,12/1/2016,,高级软件工程师,计算机软件,（海外）软件工程师  ,  All Granite and Marble Corp.   ,8/1/2015,4/1/2016,（海外）软件工程师  ,  Marlabs Inc.   ,8/1/2014,6/1/2015,硕士,计算机科学,新泽西理工学院,20000,24999,,8,10
31,8,男,上海-浦东新区,高级软件工程师  ,  高通  ,5/1/2011,,高级软件工程师,电子技术/半导体/集成电路,软件工程师  ,  创锐讯   ,3/1/2011,5/1/2011,软件工程师  ,  上海优同科技有限公司   ,6/1/2010,9/1/2010,硕士,测控技术与仪器,上海交通大学,25000,29999,,2,3
31,12,男,上海,高级项目经理  ,  上海百太信息技术有限公司  ,11/1/2013,,高级软件工程师,计算机软件,项目经理  ,  上海聚立信息技术有限公司   ,5/1/2011,11/1/2013,互联网软件开发工程师  ,  东方数字   ,6/1/2009,5/1/2011,本科,计算机科学与技术,安徽理工大学,30000,39999,,30,23
30,9,女,上海-浦东新区,数据仓库工程师  ,  Infosys  ,2/1/2008,,软件工程师,计算机服务(系统、数据服务、维修),学生实践  ,  担任英语培训教师   ,5/1/2005,9/1/2006,,,,,本科,电子信息科学类,厦门大学,,,,16,
30,9,女,上海-宝山区,项目经理  ,  文思海辉技术有限公司（外派到花旗银行）  ,9/1/2013,,高级软件工程师,计算机软件,测试经理  ,  上海华腾软件系统有限公司   ,3/1/2012,8/1/2013,高级软件测试工程师  ,  软通动力信息技术集团有限公司（外派亚信联创）   ,9/1/2010,3/1/2012,本科,企业管理,East China University of Science and Technology,20000,24999,,17,18
31,7,男,上海-浦东新区,,,,,软件工程师,计算机软件,,,,,,,,,硕士,计算机应用,Banglore university,25000,29999,,,
34,12,男,上海,Project Lead  ,  HP  ,2/1/2011,,高级软件工程师,计算机软件,高级软件工程师  ,  上海雅高企业服务有限公司   ,3/1/2008,2/1/2011,高级软件工程师  ,  Manpower   ,9/1/2007,2/1/2008,本科,计算机科学与技术,复旦大学,30000,39999,,35,5
27,7,男,上海-杨浦区,互联网软件开发工程师  ,  “时尚起义”网上商城  ,4/1/2014,,互联网软件开发工程师,互联网/电子商务,互联网软件开发工程师  ,  今题网(http://www.jinti.com)   ,4/1/2012,4/1/2014,网站营运经理/主管  ,  上海劲轩商务有限公司   ,2/1/2011,3/1/2012,大专,计算机应用,上海海事大学,10000,14999,,24,13
27,3,女,上海,软件工程师  ,  中讯软件集团股份有限公司  ,3/1/2014,3/1/2015,软件工程师,计算机软件,,,,,,,,,硕士,计算机科学,纽卡斯尔大学,8000,9999,12,,
37,12,男,上海-杨浦区,高级软件工程师  ,  欧特克中国软件研发有限公司  ,9/1/2012,,高级软件工程师,计算机软件,高级软件工程师  ,  欧特克中国软件研发有限公司   ,8/1/2011,9/1/2012,DEV LEAD  ,"  微软MSN Media .network International,China   ",1/1/2009,8/1/2011,硕士,生物工程,上海海洋大学,50000,69999,,13,31
27,6,女,上海,软件工程师  ,  上海强辰信息技术有限公司  ,6/1/2016,,软件工程师,计算机服务(系统、数据服务、维修),技术支持/维护经理  ,  安塔卫企业管理咨询（上海）有限公司   ,2/1/2015,,实施顾问  ,  Silkroad Technology   ,8/1/2012,8/1/2014,硕士,软件工程,复旦大学,10000,14999,,,24
39,16,男,上海-徐汇区,（海外）测试主管  ,  泰雷兹（上海）信息有限公司  ,8/1/2006,8/1/2011,高级软件工程师,计算机软件,高级软件工程师  ,  复旦光华信息股份有限公司   ,5/1/2005,6/1/2006,软件工程师  ,  上海天正信息有限公司   ,3/1/2004,5/1/2005,本科,电子信息工程,天津技术师院学院,25000,29999,60,13,14
40,16,男,上海-浦东新区,技术部主管  ,  米卡会汽车用品有限公司  ,10/1/2014,,互联网软件开发工程师,互联网/电子商务,互联网软件开发工程师  ,  1号店   ,6/1/2014,10/1/2014,IT specialist  ,  上海IBM China GDC   ,8/1/2007,6/1/2014,本科,信息管理和信息系统,大连交通大学,30000,39999,,4,82
34,12,女,上海-普陀区,互联网软件开发工程师  ,  江苏钱旺智能系统有限公司  ,8/1/2016,11/1/2016,互联网软件开发工程师,互联网/电子商务,互联网软件开发工程师  ,  广州唯品会信息科技有限公司   ,12/1/2015,7/1/2016,白盒测试工程师&SDL工程师&技术部门的日常管理  ,  平安集团旗下上海陆家嘴国际金融资产交易市场股份有限公司   ,3/1/2012,11/1/2015,硕士,金融学,复旦大学,25000,29999,3,7,44
24,2,男,上海-松江区,软件工程师  ,  西门子工业软件（上海）有限公司  ,3/1/2016,9/1/2016,软件工程师,计算机软件,软件测试员  ,  大豪信息技术有限公司   ,1/1/2015,2/1/2015,学生实践  ,  上海台湾名品博览会志愿者   ,4/1/2012,4/1/2012,硕士,自动化,东华大学,3000,4499,6,1,0
45,20,男,上海-浦东新区,软件工程师  ,  上海智龙  ,1/1/2014,1/1/2015,软件工程师,计算机软件,ERP技术开发  ,  SAP   ,1/1/2008,1/1/2014,项目经理  ,  SAP   ,1/1/2003,1/1/2007,硕士,计算机科学,纽卡斯尔大学,15000,19999,12,72,48
33,6,男,上海-长宁区,java开发工程师  ,"  Renesola Ltd.,  ",4/1/2016,,软件工程师,计算机软件,Java软件开发工程师  ,  上海八百里人网络技术有限公司   ,8/1/2014,,Java开发人员  ,  临沂市拓普网络股份有限公司   ,12/1/2011,3/1/2014,本科,通信工程,安娜大学,15000,19999,,,27
36,15,男,上海-浦东新区,项目经理  ,  Augmentum  ,3/1/2010,,高级软件工程师,计算机软件,高级软件工程师  ,  安满能软件工程有限公司   ,7/1/2006,3/1/2010,高级软件工程师  ,  港澳资讯   ,5/1/2002,7/1/2006,本科,电子信息科学与技术,上海海事大学,,,,44,50
32,7,男,上海-卢湾区,高级软件工程师  ,  Blackboard  ,9/1/2014,,高级软件工程师,互联网/电子商务,软件工程师  ,  Cisco CRDC   ,1/1/2012,9/1/2014,软件工程师  ,  中国农业银行数据中心   ,5/1/2010,12/1/2011,硕士,计算机科学与技术,同济大学,30000,39999,,32,19
33,11,女,上海,高级软件工程师  ,  迪堡金融设备有限公司  ,5/1/2015,,高级软件工程师,金融/投资/证券,高工  ,  Infosys技术（中国）有限公司   ,12/1/2012,4/1/2015,高级软件工程师  ,  上海宝信软件   ,8/1/2006,12/1/2012,本科,测控技术与仪器,上海交通大学,20000,24999,,28,76
32,11,女,上海-浦东新区,质量主任工程师  ,  阿尔卡特朗讯上海贝尔有限公司  ,9/1/2009,,高级软件工程师,通信/电信/网络设备,软件测试工程师  ,  上海惠普有限公司   ,3/1/2007,9/1/2009,软件测试工程师  ,  群硕软件开发（上海）有限公司   ,6/1/2006,3/1/2007,本科,通信工程,中国计量学院,,,,30,9
29,6,男,上海-宝山区,软件工程师  ,  00  ,8/1/2012,,软件工程师,计算机软件,软件工程师  ,  杭州家和物联   ,5/1/2012,7/1/2014,,,,,硕士,软件工程,上海大学,10000,14999,,26,
31,9,男,上海-徐汇区,主管  ,  Avazu(艾唯邑动）  ,7/1/2015,,高级软件工程师,计算机软件,安卓SDK开发组长  ,  EBAY美国   ,7/1/2014,4/1/2015,软件工程师  ,  The Weather Channel(美国气象台）   ,7/1/2013,7/1/2014,MBA,工商管理,Herguan University,30000,39999,,9,12
32,8,男,上海-闵行区,高级软件工程师  ,  中软国际  ,12/1/2013,9/1/2014,高级软件工程师,计算机软件,软件主管  ,  上海钦冠信息科技有限公司   ,8/1/2012,12/1/2013,项目经理  ,  上海竞天科技股份有限公司   ,6/1/2011,7/1/2012,博士,计算机应用,上海大学,25000,29999,9,16,13
33,7,男,上海-浦东新区,unity3d开发工程师  ,  上海墨鹍  ,5/1/2013,,高级软件工程师,网络游戏,软件工程师  ,  美国国家仪器   ,5/1/2011,2/1/2013,测试开发工程师  ,  第九城市   ,9/1/2009,4/1/2011,硕士,计算机科学与技术,华东师范大学,25000,29999,,21,19
25,0,男,上海,软件工程师  ,  腾讯阅文集团  ,6/1/2016,,软件工程师,计算机软件,,,,,,,,,硕士,电子信息工程,上海交通大学,,,,,
34,12,男,上海,高级软件工程师  ,  海唯动漫  ,2/1/2014,3/1/2016,高级软件工程师,互联网/电子商务,高级软件工程师  ,  Dlink   ,8/1/2011,6/1/2013,软件工程师  ,  土豆网   ,5/1/2011,6/1/2011,本科,电子信息工程,上海理工大学,20000,24999,25,22,1
30,12,男,上海-浦东新区,"（海外）高级程序员, Technical Lead  ",  Accelops  ,1/1/2010,,高级软件工程师,计算机软件,"（海外）软件工程师, Team Lead  ",  博彦科技（上海）   ,7/1/2006,12/1/2009,软件工程师  ,  上海先锋商泰电子技术有限公司   ,4/1/2005,7/1/2006,本科,计算机科学与技术,中国矿业大学,,,,41,15
33,13,男,上海,高级软件工程师  ,  佳通轮胎中国投资有限公司  ,1/1/2015,,高级软件工程师,机械/设备/重工,高级软件工程师  ,  惠普   ,11/1/2012,9/1/2014,高级软件工程师  ,  上海精工科技有限公司   ,10/1/2011,11/1/2012,本科,工商管理,上海大学,15000,19999,,22,13
23,5,男,上海,软件工程师  ,  TG Automotive Group LLC  ,4/1/2016,,软件工程师,电子技术/半导体/集成电路,软件工程师  ,  倍睿软件（ 上海） 有限公司 （ Parasoft）   ,7/1/2014,8/1/2014,电子软件开发(ARM/MCU...)  ,  上海复旭信息科技有限公司   ,7/1/2013,8/1/2013,硕士,电子信息工程,Lawrence Technological University,10000,14999,,1,1
27,6,男,上海-浦东新区,（海外）软件工程师  ,  泰瑞达(上海)有限公司  ,7/1/2012,,软件工程师,计算机软件,科研人员  ,  华为技术有限公司   ,9/1/2011,1/1/2012,学生实践  ,  远程机柜监控系统   ,5/1/2011,7/1/2011,本科,计算机科学与技术,浙江大学,30000,39999,,4,2
22,1,男,上海-浦东新区,技术支持工程师  ,  上海微创软件有限公司无锡分公司  ,8/1/2016,,互联网软件开发工程师,互联网/电子商务,,,,,,,,,本科,信息安全,成都信息工程大学,2000,2999,,,
37,17,男,上海-宝山区,高级软件工程师  ,  上海宝信软件股份有限公司  ,10/1/2005,,高级软件工程师,计算机软件,高级软件工程师  ,  杭州蓝锐通信科技股份有限公司   ,9/1/2001,9/1/2005,软件工程师  ,  杭州华立科技股份有限公司   ,9/1/2000,7/1/2001,本科,电子信息工程,中国计量学院,15000,19999,,48,10
37,12,男,上海-闵行区,软件工程师  ,  通用电气  ,6/1/2011,,高级软件工程师,仪器仪表/工业自动化,软件工程师  ,  Autodesk   ,10/1/2009,5/1/2011,软件工程师  ,  德莱赛上海软件开发中心   ,11/1/2008,10/1/2009,硕士,计算机科学与技术,上海市同济大学,30000,39999,,19,11
